CLASS HABITAT-TYPE-GROUP
NAME B3
HABITAT-TYPES 250:280:281:283:292
CLIMAX-SPECIES DF:PP
SERAL-SPECIES DF:PP:LP:CW:ES
END

CLASS ALL-VEG-TYPES
553
NS,NS,1,1,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:UPLAND-GRASSES/CLOSED-HERB/1:0,L-DF-GF:24:250:LATE-SERAL:11:268:WP:12:144:DF-PP-GF:19:267:CW:11:235:L:9:231:L-DF-LP:9:241:PP-DF:5:213:L-PP:2:197:DF-PP-LP:2:124:DF-PP:2:170:NS:167:43:L-LP-GF:13:269:DF-RRWP-GF:18:260:QA:12:235:RRWP:9:151:ES:18:220:L-GF:12:227:DF-GF:35:325:L-DF:11:234:PP:2:148:L-LP:8:229:DF-LP:4:279:L-PP-LP:12:169:PF:10:226:L-DF-PP:4:195:DF-RRWP:33:254:DF-WP:14:247:AGR:301:298:DF-WP-GF:17:256:EARLY-SERAL:11:276:GF:10:239:ES-LP:21:235:DF:1:131:LP:19:245
LP,SS,3,4,LIGHT-SEVERITY-FIRE:LP/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS/2:0:SUCCESSION:LP/SS4/4:0,LP:60:300
ES-LP,LMU,1,3,LIGHT-SEVERITY-FIRE:ES-LP/LARGE/3:0:SEVERE-WSBW:ES-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/MTS/2:0:LIGHT-WSBW:ES-LP/LMU/4:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:ES-LP/LMU/4:0:SPRUCE-BEETLE:LP/LMU/2:0:SEVERE-LP-MPB:ES-LP/LMU/2:0:LIGHT-LP-MPB:ES-LP/LMU/2:0,LP:798:289:ES-LP:690:150
LP,SS,3,3,LIGHT-SEVERITY-FIRE:LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE/3:0,LP:60:170
ES-LP,LMU,1,2,LIGHT-SEVERITY-FIRE:ES-LP/LARGE/3:0:SEVERE-WSBW:ES-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/MTS/2:0:LIGHT-WSBW:ES-LP/LMU/3:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:ES-LP/LMU/3:0:SPRUCE-BEETLE:LP/LMU/2:0:SEVERE-LP-MPB:ES-LP/LMU/2:0:LIGHT-LP-MPB:ES-LP/LMU/2:0,ES-LP:690:20
LP,SS,3,2,LIGHT-SEVERITY-FIRE:LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/PTS/3:0,LP:60:40:ES-LP:31:84
QA,MEDIUM,2,4,LIGHT-SEVERITY-FIRE:QA/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/3:0:SUCCESSION:QA/LARGE/4:0,QA:325:290
PP-DF,PTS,1,4,LIGHT-SEVERITY-FIRE:PP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PMU/4:0,DF:252:283:PP-DF:180:280
QA,MEDIUM,2,3,LIGHT-SEVERITY-FIRE:QA/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/3:0:SUCCESSION:QA/LARGE/4:0,QA:325:160
PP-DF,PTS,1,3,LIGHT-SEVERITY-FIRE:PP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS2/3:0,PP-DF:180:150:PP:180:259
QA,MEDIUM,2,2,LIGHT-SEVERITY-FIRE:QA/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:QA/LMU/2:0:SUCCESSION:QA/LARGE/3:0,QA:325:30
PP-DF,PTS,1,2,LIGHT-SEVERITY-FIRE:PP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS2/2:0,PP-DF:180:20:PP:179:83
PP-DF,LTS,1,4,LIGHT-SEVERITY-FIRE:PP-DF/LTS/3:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU/4:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LTS/2:0:SUCCESSION:PP-DF/LMU/4:0,PP-DF:610:280
PP-DF,LTS,1,3,LIGHT-SEVERITY-FIRE:PP-DF/LTS/2:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU/3:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LTS/2:0:SUCCESSION:PP-DF/LMU/3:0,PP-DF:610:150:PP:554:273
PP-DF,LTS,1,2,LIGHT-SEVERITY-FIRE:PP-DF/LTS/2:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/LMU/2:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LTS/2:0:SUCCESSION:PP-DF/LMU/2:0,PP-DF:610:20
DF,PTS,2,4,LIGHT-SEVERITY-FIRE:DF/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/3:0:MIXED-SEVERITY-FIRE:DF/POLE/3:0:SUCCESSION:DF/MMU/4:0,DF:190:290
DF,PTS,2,3,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/3:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/MMU/4:0,DF:190:160:DF-GF:266:269
DF,PTS,2,2,LIGHT-SEVERITY-FIRE:DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/MMU/2:0:MIXED-SEVERITY-FIRE:DF/POLE/2:0:SUCCESSION:DF/MMU/3:0,DF:190:30:DF-GF:276:54
ES-LP,SS,3,4,LIGHT-SEVERITY-FIRE:ES-LP/SS3/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS3/2:0:SUCCESSION:ES-LP/SS4/4:0,ES-LP:60:300
ES-LP,SS,3,3,LIGHT-SEVERITY-FIRE:ES-LP/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS/2:0:SUCCESSION:ES-LP/SS4/3:0,ES-LP:60:170
ES-LP,SS,3,2,LIGHT-SEVERITY-FIRE:ES-LP/SS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/SS/2:0:SUCCESSION:ES-LP/SS4/2:0,ES-LP:60:40
AGR,AGR,1,1,LIGHT-SEVERITY-FIRE:AGR/AGR/1:0:STAND-REPLACING-FIRE:AGR/AGR/1:0:MIXED-SEVERITY-FIRE:AGR/AGR/1:0:SUCCESSION:UPLAND-GRASSES/CLOSED-HERB/1:0,AGR:167:29:NS:37:219
LP,MEDIUM,4,3,LIGHT-SEVERITY-FIRE:LP/MTS4/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/MEDIUM5/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/MEDIUM/3:0,LP:345:180
DF-LP,LMU,5,4,LIGHT-SEVERITY-FIRE:DF-LP/LARGE/3:0:SEVERE-WSBW:DF-LP/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/MTS/2:0:LIGHT-WSBW:DF-LP/LMU6/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF-LP/LMU/3:0:SUCCESSION:DF-LP/LMU6/4:0:SEVERE-LP-MPB:DF-LP/LMU/3:0:LIGHT-LP-MPB:DF-LP/LMU/3:0,DF-LP:730:320
DF-PP-LP,LMU,2,4,LIGHT-SEVERITY-FIRE:PP-DF/LMU/4:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:SUCCESSION:PP-DF/LMU/4:0:SEVERE-LP-MPB:PP-DF/LARGE/2:0:LIGHT-LP-MPB:PP-DF/LARGE/3:0,DF-PP-PP:469:213:DF-PP-LP:700:290
DF-PP-LP,LMU,2,3,LIGHT-SEVERITY-FIRE:PP-DF/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP-DF/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:SUCCESSION:PP-DF/LMU/3:0:SEVERE-LP-MPB:PP-DF/LARGE/2:0:LIGHT-LP-MPB:PP-DF/LARGE/3:0,DF-PP-PP:462:136:DF-PP-LP:700:160
DF-PP-LP,SS,1,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-PP-LP/SS2/4:0,DF-PP-PP:63:186:DF-PP-LP:40:280
MESIC-SHRUBS,CLOSED-LOW-SHRUB,1,1,LIGHT-SEVERITY-FIRE:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0:STAND-REPLACING-FIRE:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0:MIXED-SEVERITY-FIRE:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0:SUCCESSION:MESIC-SHRUBS/OPEN-MID-SHRUB/1:0,NF:98:99:UPLAND-GRASSES:243:32:NS:276:186:MESIC-SHRUBS:58:48
DF-PP-LP,SS,1,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-PP-LP/SS2/3:0,DF-PP-PP:66:114:DF-PP-LP:40:150
DF-PP-LP,SS,1,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-PP-LP/SS2/2:0,DF-PP-PP:69:12:DF-PP-LP:40:20
ES,PTS,1,4,LIGHT-SEVERITY-FIRE:ES/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/PTS2/4:0,ES:180:280
ES,PTS,1,3,LIGHT-SEVERITY-FIRE:ES/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/PTS2/3:0,ES:180:150
ES,PTS,1,2,LIGHT-SEVERITY-FIRE:ES/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/PTS/3:0,ES:180:20
ES,MMU,3,4,LIGHT-SEVERITY-FIRE:ES/LARGE/2:0:SEVERE-WSBW:ES/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES/LMU/4:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:ES/LMU/4:0,ES:475:300
CW,LARGE,1,4,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/LARGE2/4:0,CW:530:280
CW,LARGE,1,3,LIGHT-SEVERITY-FIRE:CW/LMU/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/3:0:SUCCESSION:CW/LARGE2/4:0,CW:530:150
CW,LARGE,1,2,LIGHT-SEVERITY-FIRE:CW/LMU/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:CW/LMU/2:0:SUCCESSION:CW/LARGE2/3:0,CW:530:20
ES-LP,MEDIUM,6,4,LIGHT-SEVERITY-FIRE:ES-LP/MEDIUM/3:0:SEVERE-WSBW:ES-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/MTS/2:0:LIGHT-WSBW:ES-LP/MEDIUM7/4:0:MIXED-SEVERITY-FIRE:LP/MEDIUM/2:0:SUCCESSION:ES-LP/MEDIUM7/4:0:SEVERE-LP-MPB:ES-LP/MEDIUM/3:0:LIGHT-LP-MPB:ES-LP/MEDIUM/3:0,ES-LP:365:330
DF,LMU,5,4,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/3:0:LIGHT-WSBW:DF/LMU6/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/2:0:SUCCESSION:DF/LMU6/4:0,L-DF:862:398:DF-LP:843:393:DF:730:320:LP:940:379:PP-DF:836:430
DF,LMU,5,3,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/LMU/2:0:LIGHT-WSBW:DF/LMU6/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/LMU/2:0:SUCCESSION:DF/LMU6/3:0,DF-LP:825:238:DF:730:190:LP:941:212:DF-GF:870:485:PP-DF:830:277
UPLAND-GRASSES,CLOSED-HERB,1,1,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:MESIC-SHRUBS/CLOSED-LOW-SHRUB/1:0,NF:98:99:AGR:230:52:UPLAND-GRASSES:167:31:NS:255:51
CW-MC,MEDIUM,2,4,LIGHT-SEVERITY-FIRE:PP-DF/SS/3:0:STAND-REPLACING-FIRE:CW-MC/SS/3:0:MIXED-SEVERITY-FIRE:PP-DF/SS/3:0:SUCCESSION:CW-MC/LARGE/4:0,CW-MC:325:290
CW-MC,MEDIUM,2,3,LIGHT-SEVERITY-FIRE:PP-DF/SS/3:0:STAND-REPLACING-FIRE:CW-MC/SS/3:0:MIXED-SEVERITY-FIRE:PP-DF/SS/3:0:SUCCESSION:CW-MC/LARGE/4:0,CW-MC:325:160
CW-MC,MEDIUM,2,2,LIGHT-SEVERITY-FIRE:PP-DF/SS/2:0:STAND-REPLACING-FIRE:CW-MC/SS/2:0:MIXED-SEVERITY-FIRE:PP-DF/SS/2:0:SUCCESSION:CW-MC/LARGE/3:0,CW-MC:325:30
ES-LP,MTS,5,4,LIGHT-SEVERITY-FIRE:ES-LP/MEDIUM/2:0:SEVERE-WSBW:ES-LP/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:LIGHT-WSBW:ES-LP/MTS6/4:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:ES-LP/MTS6/4:0:SEVERE-LP-MPB:ES-LP/MTS/3:0:LIGHT-LP-MPB:ES-LP/MTS/3:0,ES-LP:420:320
PP-DF,POLE,1,4,LIGHT-SEVERITY-FIRE:PP-DF/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP-DF/POLE/2:0:SUCCESSION:PP-DF/POLE2/4:0,PP-DF:135:280
LP,POLE,5,4,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE6/4:0,LP:175:320
PP-DF,POLE,1,3,LIGHT-SEVERITY-FIRE:PP-DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS/3:0,DF-PP-LP:147:201:PP-DF:135:150:PP:119:249
PP,LMU,5,4,LIGHT-SEVERITY-FIRE:PP/LMU6/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU5/2:0:SUCCESSION:PP/LMU6/4:0,PP:730:320
PP-DF,POLE,1,2,LIGHT-SEVERITY-FIRE:PP-DF/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:MIXED-SEVERITY-FIRE:PP/POLE/2:0:SUCCESSION:PP-DF/PTS/2:0,DF-PP-GF:106:91:DF-PP-LP:143:58:PP-DF:135:20:PP:120:68
PP,LMU,5,3,LIGHT-SEVERITY-FIRE:PP/LMU6/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU5/2:0:SUCCESSION:PP/LMU6/3:0,PP-DF:728:178:PP:730:190
PP,LMU,5,2,LIGHT-SEVERITY-FIRE:PP/LMU6/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:PP-MPB:PP/LMU5/2:0:SUCCESSION:PP-DF/LMU/3:0,PP:730:60
ES-LP,PTS,4,4,LIGHT-SEVERITY-FIRE:ES-LP/MEDIUM/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:LP/PTS/2:0:MIXED-SEVERITY-FIRE:LP/MEDIUM/3:0:SUCCESSION:ES-LP/MTS/4:0,ES-LP:210:310
DF-LP,PTS,3,4,LIGHT-SEVERITY-FIRE:DF-LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF/POLE/3:0:SUCCESSION:DF-LP/PTS4/4:0,DF-LP:200:300
DF-LP,PTS,3,3,LIGHT-SEVERITY-FIRE:DF-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF-LP/PTS/2:0:MIXED-SEVERITY-FIRE:DF-LP/POLE/2:0:SUCCESSION:DF-LP/PTS4/3:0,DF-LP:200:170
PP-DF,LMU,7,4,LIGHT-SEVERITY-FIRE:PP-DF/LMU6/3:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/VLMU/4:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/3:0:SUCCESSION:PP-DF/VLMU/4:0,PP-DF:750:340
LP,MTS,5,3,LIGHT-SEVERITY-FIRE:LP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LMU/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/MEDIUM/2:0,LP:420:190
PP-DF,LMU,7,3,LIGHT-SEVERITY-FIRE:PP-DF/LMU/2:0:SEVERE-WSBW:PP-DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/LMU/2:0:LIGHT-WSBW:PP-DF/VLMU/3:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:PP-MPB:DF/LMU/3:0:SUCCESSION:PP-DF/VLMU/3:0,PP-DF:750:210
LP,PTS,4,3,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/PTS5/3:0,LP:210:180
LP,LTS,3,3,LIGHT-SEVERITY-FIRE:LP/LTS/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/LARGE/2:0:SUCCESSION:LP/LTS4/3:0:SEVERE-LP-MPB:LP/MEDIUM/2:0:LIGHT-LP-MPB:LP/LTS/2:0,LP:630:170
LP,SS,4,4,LIGHT-SEVERITY-FIRE:LP/POLE/3:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:LP/POLE/4:0,LP:70:310
DF-LP,SS,2,4,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-LP/SS3/4:0,DF-LP:50:290
DF-LP,SS,2,3,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-LP/SS3/3:0,DF-LP:50:160
DF-LP,SS,2,2,LIGHT-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:SUCCESSION:DF-LP/SS3/2:0,DF-LP:50:30
ES-LP,SS,4,4,LIGHT-SEVERITY-FIRE:ES-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:ES-LP/PTS/4:0,ES-LP:70:310
DF,VLMU,1,4,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/VLMU/3:0:LIGHT-WSBW:DF/VLMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/VLMU/3:0:SUCCESSION:DF/VLMU/4:0,L-DF:862:398:DF-LP:935:404:DF:955:280:LP:940:379:PP-DF:836:430
ES-LP,SS,4,3,LIGHT-SEVERITY-FIRE:ES-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:ES-LP/POLE/3:0,ES-LP:70:180
DF,VLMU,1,3,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/VLMU/2:0:LIGHT-WSBW:DF/VLMU/4:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/VLMU/3:0:SUCCESSION:DF/VLMU/4:0,DF-LP:950:238:DF:955:150:LP:941:212:DF-GF:870:485:PP-DF:830:277
ES-LP,SS,4,2,LIGHT-SEVERITY-FIRE:ES-LP/POLE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:MIXED-SEVERITY-FIRE:LP/POLE/2:0:SUCCESSION:ES-LP/POLE/2:0,ES-LP:70:50
DF,VLMU,1,2,LIGHT-SEVERITY-FIRE:DF/LTS/2:0:SEVERE-WSBW:DF/LARGE/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:DF/VLMU/2:0:LIGHT-WSBW:DF/VLMU/3:0:MIXED-SEVERITY-FIRE:DF/LARGE/2:0:DF-BEETLE:DF/VLMU/2:0:SUCCESSION:DF/VLMU/3:0,DF-LP:825:238:DF:955:20:LP:941:212:DF-GF:870:485:PP-DF:830:277
PP-DF,MMU,2,4,LIGHT-SEVERITY-FIRE:PP-DF/LARGE/2:0:SEVERE-WSBW:PP-DF/MEDIUM/2:0:STAND-REPLACING-FIRE:UPLAND-GRASSES/CLOSED-HERB/1:0:ROOT-DISEASE:PP-DF/PMU/2:0:LIGHT-WSBW:PP-DF/LMU/4:0:MIXED-SEVERITY-FIRE:PP/LARGE/2:0:DF-BEETLE:PP/LMU/2:0:SUCCESSION:PP-DF/LMU/4:0,PP-DF:465:290
